address,bookmarks,dislikes,food_type,likes,name,number_of_reviews,price_range
"Shop 5, G/F, 38-42 Yik Yam Street,",23,3,Middle Eastern,3,Kebab Land,(6 Reviews),$51-100
"Unit 13, Hall 10, Asia World-Expo,",21,1,Middle Eastern,0,Ebeneezer's Kebabs & Pizzeria,(1 Reviews),$51-100
"Shop A, G/F, Winfield Commercial Bldg, 6-8A Prat Avenue,",19,3,Middle Eastern,24,Ebeneezer's Kebabs & Pizzeria,(31 Reviews),$51-100
"Indoor 5380 Cafe, R5013, 5/F, Amenities Building, City University of Hong Kong, 83 Tat Chee Avenue,",39,12,Middle Eastern,64,Ebeneezer's Kebabs & Pizzeria,(96 Reviews),Below $50
"Room 106, 1/F, Chungking Mansions, 36-44 Nathan Road,",6,1,Middle Eastern,11,GAYATRI PURE VEG RESTAURANTS,(12 Reviews),$51-100
"Shop No. 32-35, G/F, South Seas Centre, Tower 1, 75 Mody Road,",43,20,Middle Eastern,61,Chocoline,(105 Reviews),$51-100
"Shop 201, 2/F., Causeway Bay Centre, 19-23 Sugar Street,",6,0,Middle Eastern,4,Blitar Cafe,(6 Reviews),Below $50
"G/F, Multifield Plaza, 3 Prat Avenue,",476,2,Middle Eastern,6,Ebeneezer's Kebabs & Pizzeria ,(9 Reviews),$51-100
"Room A, 1/F, 11 Tung Choi Street,",1176,1,Turkish,42,I Love Istanbul 我愛伊斯坦堡,(52 Reviews),$101-200
"Room A, 1/F, 9-15 Tung Choi Street,",805,0,Turkish,32,Coffee on the Sand,(35 Reviews),$201-400
"Shop 115-120, 1/F, New Mandarin Plaza,",1372,1,Turkish,22,Istanbul Express Turkuaz Turkish Restaurant 伊斯坦堡特快,(32 Reviews),Below $50
"G/F, Yiu Pont House, 12 Knutsford Terrace,,",1998,10,Turkish,58,Merhaba by Pasha Turkish Restaurant 瑪哈巴,(104 Reviews),$201-400
"Shop D-E, G/F, 27 Hollywood Road, Soho,",676,0,Turkish,16,27 Kebab House Turkish Restaurant,(20 Reviews),$51-100
"Shop9, G/F, Witty Commerical Building,1A-1J Tung Choi Street,",1871,26,Turkish,91,Our Restaurant,(177 Reviews),$51-100
"G/F, 4,",827,6,Turkish,75,Turkish Cuisine Best Kebab 土耳其卡巴,(99 Reviews),Below $50
"Shop 6A, Sheung Tsuen,",247,0,Turkish,8,Tasty House 美味屋,(9 Reviews),$51-100
"G/F.,19 Tung Choi Street.,",1001,4,Turkish,17,1453 Ottoman Mediterranean Cuisine 1453 奧圖曼地中海美食(清真),(37 Reviews),$101-200
"G/F, 66 Lockhard Road,",844,6,Turkish,46,Istanbul Express Turkish Restaurant 伊斯坦堡特快,(68 Reviews),Below $50
"Shop 3, G/F, Pao Woo Mansion, 177-179 Wanchai Road,",420,0,Turkish,7,Istanbul Turkish Kebabs and Grills 伊斯坦堡特色轉燒肉餐廳,(16 Reviews),$51-100
"Shop 8, G/F., Lee Wai Commercial Building, 1-3 Hart Ave,",261,2,Turkish,7,New Istanbul Kebab,(13 Reviews),Below $50
"G/F., 18 Ashley Road,",270,0,Turkish,6,27 Kebab House Turkish Restaurant,(8 Reviews),$51-100
"Shop 47, G/F, Chungking Mansions, 36-44 Nathan Road,",32,0,Turkish,6,Turkish Kebab & Indian Restaurant,(7 Reviews),$51-100
"Shop L, G/F, Seaview Crescent, 8 Tung Chung Waterfront Road,",153,2,Turkish,4,Kimos Turkish and Indian Cuisine,(7 Reviews),$101-200
"G/F., 34A Lock Road,",160,7,Turkish,5,Istanbul Kebab,(16 Reviews),Below $50
"Shop 13, G/F, Tsim Sha Tsui mansion, 83-97 nathan road,",55,0,Turkish,2,Maidah Restaurant 瑪伊德餐廳,(3 Reviews),Below $50
"UG/F, 30 Hollywood Road, Soho,",13,2,Turkish,0,The Sultan’s Corner,(1 Reviews),$51-100
"Shop 47, G/F, Chungking Mansions, 36-44 Nathan Road,",25,12,Turkish,64,Happy Camels Kebabs,(3 Reviews),$51-100
"G/F, 25 Merser Street,",97,0,Turkish,16,27 Kebab House Turkish Restaurant,(1 Reviews),$51-100
"Shop E, G/F, Cheerful Commercial Building, 116-118 Ma Tau Wai Road,",11,4,Turkish,11,Tasty Bites,(96 Reviews),Below $50
"Shop F, G/F, Seaview Building, 1 Ngan Wan Road, Mui Wo,",8,1,Turkish,15,Kebab Korner,(20 Reviews),$51-100
"Shop W2, Wan Chai Star Ferry Pier,",25,2,Turkish,3,Istanbul Express Turkish Restaurant 伊斯坦堡特快,(19 Reviews),Below $50
"G/F, 5 Staunton Street, Soho,",265,4,International,7,Lotus,(17 Reviews),$51-100
"G/F, 53 Caine Road, Mid-Levels,",46,0,International,1,Pacific Gourmet,(1 Reviews),$101-200
"G/F, 33 Elgin Street, Soho,",67,0,Northeastern,1,Manchu Chinese Restaurant 中國餐廳,(1 Reviews),$201-400
"Shop D, G/F, 36 Staunton Street, SOHO,",191,0,Western,1,Varga Lounge,(1 Reviews),$101-200
"Basement, 39-43 Hollywood Road, SOHO,",113,1,Western,3,Drop,(4 Reviews),$101-200
"1/F, 10 -12 Staunton Street, Soho,",512,1,Mediterranean,10,Scirocco,(16 Reviews),$201-400
"G/F, Shop 6, 436 Castle Peak Road,",651,2,Middle Eastern,33,Pak Muslim Restaurant (Curry House) 穆斯林餐廳,(46 Reviews),Below $50
"Shop 7, G/F, Lee King Mansion, 83 Electric Road,",630,1,Middle Eastern,43,Habib's 哈比斯燒肉串和咖哩,(48 Reviews),Below $50
"Unit A, UG/F, Shama Place, 30 Hollywood Road, Soho,",83,0,Western,2,G&T,(2 Reviews),$51-100
"10 Elgin Street, SOHO,",46,0,Nepalese,2,SoHoMe,(2 Reviews),$51-100
"59 Staunton Street, Soho,",63,0,Western,2,McGauchos Bar & Grill,(2 Reviews),$201-400
"G/F, 29 Staunton Street, Soho,",30,1,Indian,3,Exotic India 印度餐廳,(1 Reviews),$101-200
"G/F, 47 Graham Street,",128,0,Middle Eastern,5,Falafel TLV,(6 Reviews),$51-100
"Gold Coast Shop 11-12,G/F, 1 Castle Peak Road,",579,3,Middle Eastern,34,Ebeneezer's Kebabs & Pizzeria,(53 Reviews),$51-100
"G/F, 21 Leng Pei Tsuen, Tung Chung Road,",467,1,Middle Eastern,12,Mansarover Indian Restaurant,(15 Reviews),$101-200
"Shop 107, Block E, Cho Yiu Chuen Shopping Centre,",735,1,Middle Eastern,38,KK Curry Kebabs Indian Restaurant KK正宗印度餐廳,(45 Reviews),$51-100
"25/F, 235-239 Hennessy Road,",505,0,Middle Eastern,7,Zahrabel Dining Club,(10 Reviews),$201-400
"Room B2, 15/F, Tsim Sha Tsui Mansion Block B, 36-50 Lock Road,",106,0,Middle Eastern,10,Egyptian House Restaurant & Bazar,(15 Reviews),$51-100
"Shop G05, Li Wai Chun Building, The Chinese University of Hong Kong,",171,0,Middle Eastern,5,Ebeneezer's Kebabs & Pizzeria,(7 Reviews),$51-100
"Lawn Cafe, G/F & 1/F,Block N, The Hong Kong Polytechnic University,",82,2,Middle Eastern,5,Ebeneezer's Kebabs & Pizzeria,(7 Reviews),$51-100
"Shop G044, G/F, Lee Shau Kee Business Building, LSK Campus, Hong Kong University of Science and Technology, Clear Water Bay,",61,0,Middle Eastern,2,Ebeneezer's Kebabs & Pizzeria,(7 Reviews),Below $50
"Shop 4, G/F, Wanchai Central Bldg, 89 Lockhart Road,",611,5,Middle Eastern,40,Ebeneezer's Kebabs & Pizzeria,(67 Reviews),$51-100
"Shop 102A, 1/F., D'Deck,",227,0,Middle Eastern,12,Ebeneezer's Kebabs & Pizzeria,(18 Reviews),$51-100
"G/F, 6 Lan Kwai Fong,",178,0,Middle Eastern,4,Ebeneezer's Kebabs & Pizzeria,(6 Reviews),$51-100
"Shop A, G/F, 39 Lyndhurst Terrace,",132,0,Middle Eastern,2,Beyrouth Bistro,(2 Reviews),$51-100
"Unit 4C, 13/F Pakpolee Commercial Centre, no1A-1K Sai Yeung Choi St South, KLN, Hong Kong,",691,2,Middle Eastern,10,Turkish Anne 土耳其媽媽廚房,(16 Reviews),$101-200
"Room A, 1/F, 11 Tung Choi Street,",1176,1,Middle Eastern,42,I Love Istanbul 我愛伊斯坦堡,(52 Reviews),$101-200
"Flat A & B, 11/F, Southern Commercial Building, 11 Luard Road,",2528,3,Middle Eastern,67,Oh Food Arabic Halal Cuisine Oh Food 清真阿拉伯料理,(87 Reviews),$101-200
"Shop5D2, G/F, Dragon View House, 7-9 Hoi Kwong Street,",283,0,Middle Eastern,30,Kebab Land,(31 Reviews),Below $50
"Shop 1, G/F, Wing On Plaza, 62 Mody Road,",1162,2,Middle Eastern,24,RA Restaurant & Lounge,(30 Reviews),$101-200
"Shop G01C, G/F, Astoria Building, 24-38 Ashley Road,",3627,4,Middle Eastern,128,Ebeneezer's Kebabs & Pizzeria,(169 Reviews),$51-100
"93A Woosung Street,",2190,22,Middle Eastern,61,Ah Lung Pakistan Halal Food 亞龍咖喱,(125 Reviews),$51-100
"G/F, 4 Staunton Street, SOHO,",1596,1,Middle Eastern,18,Le Souk,(24 Reviews),$101-200
"G/F, 4-6 St. Francis Street,",548,0,Middle Eastern,9,FRANCIS,(10 Reviews),$201-400
"G/F, 11 Elgin Street, SOHO,",1461,0,Middle Eastern,27,Sahara Mezz Bar,(32 Reviews),$201-400
"Shop9, G/F, Witty Commerical Building,1A-1J Tung Choi Street,",1871,26,Middle Eastern,91,Our Restaurant,(177 Reviews),$51-100
"G/F, No. 32 Elgin Street, Soho,",1315,5,Middle Eastern,27,"Olive, Greek & Middle Eastern",(48 Reviews),$201-400
"95B Woosung Street,",582,19,Middle Eastern,22,Ah Long Pakistan Halal Food 阿龍巴基斯坦咖哩,(62 Reviews),$51-100
"1/F, 5 Ki Lung Street, Mong Kok,",399,0,Middle Eastern,7,The Venue 基隆街五號,(7 Reviews),$201-400
"G/F, 24 Hollywood Road SOHO,",474,0,Middle Eastern,18,Ebeneezer's Kebabs & Pizzeria,(23 Reviews),$51-100
"G/F, Garley Building, 48 Peel Street, Soho,",94,5,African,8,Makumba Africa Bar Lounge ,(16 Reviews),$101-200
"Shop D, G/F, 38 Peel Street, Soho,",100,1,Italian,21,Nights,(30 Reviews),$101-200
"33 Staunton Street, Soho,",24,0,International,1,(Moved),(2 Reviews),$201-400
"1/F, 59 Staunton Street, SOHO,",83,0,French,8,L'étage ,(9 Reviews),Below $50
"Shop 24, G/F, Staunton Street, SOHO,",62,2,International,9,(Moved),(15 Reviews),$51-100
"33-35 Staunton Street, SOHO,",10,5,Shanghai,3,Tufei Painpain 土匪飽飽 ,(12 Reviews),$101-200
"4 Shelley Street, SOHO,",55,0,Thai,4,(Moved),(7 Reviews),$51-100
"G/F, 11 Staunton Street, SOHO,",5,0,Western,2,Hearty Restaurant 用心廚房 ,(3 Reviews),$51-100
"Shop S113, 1/F, Block A Staunton, PMQ, 35 Aberdeen Street,",21,4,Western,78,tuen 端,(99 Reviews),$201-400
"G/F, 2 Staunton Street, Mid Levels, SOHO,",7,0,Western,25,Watson's Wine 屈臣氏酒窖,(26 Reviews),$101-200
"17 Old Bailey Street, SOHO,",3,2,Western,31,Euro Treat 歐陸丰味,(42 Reviews),$51-100
"34 Elgin Street, SOHO,",9,0,Western,10,Take Out Comedy,(12 Reviews),$51-100
"G/F, 11 Staunton Street,",5,0,Western,7,Twist,(9 Reviews),$101-200
"G/F, 58 Lyndhurst Terrace, Soho,",808,1,Vietnamese,40,Le Pho 越裸 ,(52 Reviews),$51-100
"1/F, 28 Elgin Street, Soho,",3817,9,Japanese,28,(Moved),(51 Reviews),$201-400
"2/F,  Hilltop Plaza, 49 Hollywood Road, Soho,",417,4,French,16,Naked Gurume Gyarari ,(32 Reviews),$201-400
"Shop F-G, 18 Jupiter Street,",3326,4,Mediterranean,63,A la maison XXL Seafood & Grill,(82 Reviews),$201-400
"Shop 1, UG/F  King Ho Building, 41-49 Aberdeen Street, Soho,",2922,2,Mediterranean,64,Aberdeen Street,(73 Reviews),$101-200
"Shop nos 1-2, G/F., The Pinnacle, 8 Minden Ave.,",2938,13,Mediterranean,91,Cozy Corner,(136 Reviews),$201-400
"4/F, UQ Place, 7 Austin Road,",2158,0,Mediterranean,51,Chelsea Garden & Restaurant,(55 Reviews),$201-400
"1/F, SoHo 189, 189 Queen's Road West (Entrance at Wilmer Street),",5631,4,Mediterranean,27,La Paloma,(41 Reviews),$201-400
"28-29/F, 18 On Lan Street,",4860,0,Mediterranean,21,ON Dining Kitchen & Lounge,(28 Reviews),Above $801
"G/F, Dr. Ng Tor Tai International House, 32 Renfrew Road,",2171,2,Mediterranean,32,Bistro Bon 地中海休閒餐廳,(48 Reviews),$51-100
"Shop A-B, 38 Forbes Street, Kenndy Town,",1948,4,Mediterranean,35,Primavera,(50 Reviews),$201-400
"Flat A & B, 11/F, Southern Commercial Building, 11 Luard Road,",2528,3,Mediterranean,67,Oh Food Arabic Halal Cuisine Oh Food 清真阿拉伯料理,(87 Reviews),$101-200
"5/F, QRE Plaza, 202 Queen's Road East,",1891,1,Mediterranean,33,Santorini Greek Taverna,(43 Reviews),$201-400
"Unit J, 1/F, Block 3, Camel Paint Building, 60 Hoi Yuen Road,",1874,1,Mediterranean,33,Pasta Zone,(39 Reviews),$51-100
"Shop A, G/F, 60 Bonham Strand,",726,5,Mediterranean,36,MedOven,(48 Reviews),$51-100
"G/F & 1/F, 111 Queen's Road East,",2735,4,Mediterranean,16,Fishsteria,(34 Reviews),$201-400
"G/F, 42 Hoi King Street,",1281,2,Mediterranean,21,Hyatti Restaurant 曉峰閣,(28 Reviews),$101-200
"G/F, 35-41 Tong Chong Street,",924,2,Mediterranean,16,Enoteca,(28 Reviews),$201-400
"Shop A31B, The 2nd Path, Tai On Lau, 57-87 Sau Kei Wan Road,",158,0,Hong Kong Style,5,太安樓牛雜,(9 Reviews),Below $50
"160 Shau Kei Wan Road,",541,12,Hong Kong Style,24,Pak Ho Cafe & Cake Shop 百好咖啡餅店,(59 Reviews),Below $50
"Shop A12, Tai On Building, 57-87 Sau Kei Wan Road,",162,6,Hong Kong Style,10,二記飯店,(25 Reviews),Below $50
"Shop B, G/F., 110 Sai Wan Ho Street,",342,1,Western,12,Sweetie house 甜甜屋,(25 Reviews),Below $50
"Shop 12-14, G/F, 45 Tai Hong Street, Site A, Soho East, Lei King Wan,",111,0,American,4,Cali-Mex Bar & Grill,(6 Reviews),$101-200
"Shop F& G, Scenic Horizon, 250 Shau Kei Wan Road,",407,1,Guangdong,16,Golden Vegetarian Food Ltd. 金膳健康素食,(27 Reviews),$51-100
"Shop GA10B, 55 Tai Hong Street, Site A, Soho East, Lei King Wan,",740,1,Japanese,4,Majimeya まじめや,(8 Reviews),$201-400
"Shop 8, G/F, 50-54 Shau Kei Wan Road,",567,2,Japanese,32,壽司屋,(39 Reviews),Below $50
"G/F 122 Shaukeiwan Road,",273,1,Guangdong,14,景福茶樓,(19 Reviews),$51-100
"Shop B, A54 Tai On Building, 57-87 Sau Kei Wan Road,",125,2,Taiwan,11,Today 今日真珠茶專賣店,(19 Reviews),Below $50
"Shop A57, G/F., Tai On Building, 57-87 Shau Kei Wan Road,",296,3,Chiu Chow,5,Kwan Kee 怡景群記爽腩店,(15 Reviews),Below $50
"G/F, 104 Shau Kei Wan Road,",123,2,Japanese,4,OKIKU Japanese Restaurant 御菊日本料理,(14 Reviews),$101-200
"G/F, 128 Shau Kei Wan Road ,",156,3,Hong Kong Style,9,Aquadeli 海家小品,(27 Reviews),Below $50
"2/f., 52 Lei King Road,",861,6,Guangdong,22,港島東體育館泳池餐廳,(46 Reviews),$101-200
"G/F, Tai On Building, 57-87 Shau Kei Wan Road,",220,0,Hong Kong Style,5,食好D,(7 Reviews),Below $50
"Shop 9-12, G/F, Peony House North Block, 55-65 Tai Kok Tsui Road,",11017,3,Jingchuanhu,134,Lao Zhang Gui Dongbei Restaurant 老掌櫃東北菜館,(176 Reviews),$51-100
"Shop 3319, 3/F, Gateway Arcade, Harbour City, 3-27 Canton Road,",9675,45,Jingchuanhu,89,M&C‧DUCK 美中‧鴨子,(236 Reviews),$101-200
"G/F, 13 Stanley Street,",2168,1,Jingchuanhu,102,Restaurant de Chine 中華滙館,(111 Reviews),$401-800
"Shop 58, 1/F, Tsuen Cheong Centre, 202-216 Sai Lau Kok Road,",4578,2,Jingchuanhu,72,餃子屋,(98 Reviews),Below $50
"Shop 1, G/F, Hung Hay Building,  1 Fa Yuen Street,",1285,4,Jingchuanhu,72,餃子縣餃子專門店,(100 Reviews),$51-100
"G/F, Ying Hing Building, 48 Ying Hing Street,",5097,12,Jingchuanhu,103,手拉麵小廚,(142 Reviews),$51-100
"Shop 8, G/F, Dragon View House, 6-16 Hoi Tai Street,",1114,0,Jingchuanhu,50,Bistro Lane 點·子·巷,(59 Reviews),Below $50
"Shop 1, 3/F, apm Millennium City 5, 418 Kwun Tong Road,",2571,5,Jingchuanhu,27,Kingduck 京饌,(66 Reviews),$101-200
"Shop 1301, 13/F, Times Square,1 Matheson Street,",4558,35,Jingchuanhu,195,Modern China Restaurant 金滿庭京川滬菜館,(316 Reviews),$101-200
"Shop 310, Tai Yau Plaza, 181 Johnston Road,",1044,2,Jingchuanhu,40,Crystal Jade Jiang Nan 翡翠江南,(51 Reviews),$101-200
"Shop 603, 6/F, Telford Plaza II, 33 Wai Yip Street,",2134,1,Jingchuanhu,40,Modern China Restaurant 金滿庭京川滬菜館,(60 Reviews),$101-200
"G/F, A1, 67-71 Chatham Road,",3721,91,Jingchuanhu,223,Kings' Lodge 霸王山莊,(455 Reviews),$51-100
"Shop A, G/F, 106 Shau Kei Wan Road,",309,0,Jingchuanhu,49,餃子縣餃子專門店,(53 Reviews),$51-100
"1/F, Prat Mansions, 26 Prat Avenue,",2138,1,Jingchuanhu,22,Hong Kong Old Restaurant 香港老飯店,(31 Reviews),$201-400
"G/F, 28 Battery Street,",1196,0,Jingchuanhu,61,飯飯店,(69 Reviews),$201-400
"G/F Rear Block, Hoi Fu Building, 240 Shau Kei Wan Road,",796,3,Indian,27,Ashoka Indian Restaurant 皇子印度餐廳,(39 Reviews),Below $50
"Shop G., G/F, 117-119 Sau Kei Wan Road,",1024,1,Western,55,PEONY CAFE 牡丹咖啡,(73 Reviews),Below $50
"Shop B, A28, G/F., Tai On Building, 57-87 Shau Kei Wan Road,",342,3,Hong Kong Style,18,魚蛋佬,(24 Reviews),Below $50
"138 Sai Wan Ho Street,",553,8,Hong Kong Style,46,明記甜品,(76 Reviews),Below $50
"Shop A3B, G/F, 57-78 Shau Kei Wan Road,",407,36,Hong Kong Style,32,太安樓雞蛋仔,(114 Reviews),Below $50
"Shop A34A, G/F, Tai On Building, 57-87 Sau Kei Wan Road,",778,1,Hong Kong Style,19,太安樓林記,(31 Reviews),Below $50
"G/F, 116 Sai Wan Ho Street,",600,6,Hong Kong Style,28,Super Duper Noodles 超級無敵車仔麵,(47 Reviews),Below $50
"G/F, 90 Shau Kei Wan Road,",128,2,Hong Kong Style,11,Ganges Curry 恆河咖喱屋,(15 Reviews),$51-100
"Shop GB-27-28, 45 Tai Hong Street, Site B, Soho East, Lei King Wan,",1320,2,Guangdong,17,Gitone Limited 梓桐堂,(26 Reviews),$201-400
"Shop C2, G/F, Hoi Lee Building, 4 Hoi Lee Street,",206,0,Guangdong,12,好拍檔美食,(16 Reviews),Below $50
"Shop GA1-3, 55 Tai Hong Street, Site A, Soho East, Lei King Wan,",1219,1,British,7,Cull ’N Pistol Hong Kong,(13 Reviews),$201-400
"Shop A, G/F, 55 Tai Hong Street, Site A, Soho East, Lei King Wan,",867,1,French,11,Bistro East,(20 Reviews),$101-200
"Sai Wan Ho Ferry Pier, Tai Hong Street, Lei King Wan,",370,0,Japanese,10,Ha-to-ba Japanese restaurant 埠,(11 Reviews),$201-400
"Shop A1, G/F, 100-104 Sai Wan Ho Street,",1254,1,Western,53,Joey's,(55 Reviews),$51-100
成安街12號地下,1705,5,Hong Kong Style,34,珍香園,(56 Reviews),Below $50
"Room B, 1/F, Yuk Yat Building, 2-4 Sun Street,",33,0,Mediterranean,1,Maya Cafe Mediterranean Lifestyle ,(1 Reviews),$101-200
"G/F, 4 Ship Street,",432,3,Mediterranean,34,(Moved),(40 Reviews),$201-400
"G/F, 73 Third Street, Sai Ying Pun,",17919,18,Snack Shop & Deli,175,Yuan Is Here 阿元來了,(303 Reviews),$51-100
"Shop 3B, G/F, 48 Shau Kei Wan Road,",7359,1,Hong Kong Style,81,Wah Kee Store 華記士多,(106 Reviews),Below $50
"G/F., 17 Man Ying Street Ferry Point,",10278,8,Snack Shop & Deli,277,Chuan Shao 川燒,(310 Reviews),$101-200
"G/F, 11 Caroline Hill Road,",8731,9,Snack Shop & Deli,166,炊豕店,(207 Reviews),Below $50
"G/F, 29 Ning Po St,",11200,3,Snack Shop & Deli,150,Kai Kai 佳佳甜品,(223 Reviews),Below $50
"Shop 4A, 55 Dundas Street,",19241,18,Snack Shop & Deli,502,Fei Jie 肥姐小食店,(717 Reviews),Below $50
"G/F, 121 Lam Street,",18023,24,Snack Shop & Deli,383,Hop Yik Tai 合益泰小食,(570 Reviews),Below $50
"2/F, Fortune Crest, 138 Sai Yeung Choi Street South,",7433,22,Snack Shop & Deli,162,心夜來潮,(215 Reviews),$51-100
"Shop 10, B2/F, Sogo, 555 Hennessy Road,",8279,13,Snack Shop & Deli,211,BAKE Cheese Tart,(327 Reviews),Below $50
"G/F, Soy Street 65,",6113,28,Snack Shop & Deli,152,Old street 老街,(243 Reviews),$51-100
"G/F, 30 Sam Pei Square,",6127,15,Snack Shop & Deli,179,心夜來潮,(242 Reviews),$51-100
"G/F, 315 Lai Chi Kok Road,",11906,9,Snack Shop & Deli,110,Q1 第一郡,(170 Reviews),Below $50
"Kiosk, The Urban Council Centenary Garden, 63 Mody Road,",10195,7,Snack Shop & Deli,95,Under Vacuum 慢煮工業,(129 Reviews),$51-100
"G/F, 26-36 Prat Avenue,",5490,13,Snack Shop & Deli,108,川婆婆,(151 Reviews),$51-100
"G/F, 14 Hamilton Street,",3179,7,Snack Shop & Deli,117,村爺爺車仔麵,(153 Reviews),Below $50
"Shop B3, G/F, 76A Shau Kei Wan Main Street East,",6245,17,Snack Shop & Deli,189,Master Low-key Food Shop 低調高手大街小食,(273 Reviews),Below $50
"G/F of 127, 1/F of 121-131 Shau Kei Wan Road,",1607,1,Guangdong,92,潮福蒸氣石鍋,(99 Reviews),$201-400
"G/F, 112 Sai Wan Ho Street,",647,4,Guangdong,99,Double Hearts For Noodle 沁沁麫,(109 Reviews),Below $50
"Shop A32B, G/F, Tai On Building, 57-87 Sau Kei Wan Road,",2182,3,Singaporean,60,海南雞專門店,(91 Reviews),Below $50
"Shop A33B, Shop A34C, The 2nd Path, Tai On Lau, 57-87 Sau Kei Wan Road,",1232,0,Taiwan,32,來來小吃店,(44 Reviews),Below $50
"Shop A34C, The 2nd Path, Tai On Lau, 57-87 Sau Kei Wan Road,",1626,9,Hong Kong Style,60,Hung Kee Top Quality Egg Waffles 鴻記極品雞蛋仔,(89 Reviews),Below $50
"Shop A, G/F, 106 Shau Kei Wan Road,",309,0,Jingchuanhu,49,餃子縣餃子專門店,(53 Reviews),$51-100
"Shop 55A, G/F, Tai On Building, 57-87 Shau Kei Wan Road,",1078,2,Japanese,26,I Love 戟 - 日式班戟專門店,(45 Reviews),Below $50
"Shop A34-B, G/F, Tai On Building, 57-87 Shau Kei Wan Road,",946,1,Taiwan,27,+5ºC +5ºC 手抓餅專門店,(44 Reviews),Below $50
"114 Sai Wan Ho Street,,",1137,30,Hong Kong Style,126,明記咖啡糖水小食,(228 Reviews),Below $50
"Shop A3-A7, G/F, Tai On Building, 57-87 Shau Kei Wan Road,",575,4,Taiwan,25,艾·蜜思手抓餅,(43 Reviews),Below $50
筲箕灣道216號地下,3366,14,Hong Kong Style,73,百利冰室,(126 Reviews),Below $50
"Shop GB8-10, G/F, Site B, 45 Tai Hong Street, Site B, Soho East, Lei King Wan,",1222,7,Western,18,The Salted Pig,(44 Reviews),$101-200
"Shop H, G/F, Lai Wan Building, 49 Shau Kei Wan Road,",1613,0,Singaporean,15,班蘭小館,(25 Reviews),$51-100
"Shop 2B-07, G/F, 45 Tai Hong Street, Site B, Soho East, Lei King Wan,",941,4,Italian,21,Wildfire,(39 Reviews),$101-200
"Shop 1B, G/F, 31 Hillier Street,",51,0,Mediterranean,3,TAVA Turkish & Mediterranean Cuisine,(4 Reviews),$51-100
"Shop 13, G/F., Ap Lei Chau Centre, Block B, 138 Lee Chi Road,",83,0,Mediterranean,4,Rofrano Pizzeria,(5 Reviews),$51-100
"G/F, 23 Staunton Street, Soho,",506,1,Mediterranean,2,Awtar,(8 Reviews),$201-400
"Shop A, G/F, 74 Fuk Man Road,",3,0,Mediterranean,1,Zeugma,(1 Reviews),$51-100
"10 Staunton Street, SOHO,",662,1,Mediterranean,12,Staunton's Wine Bar & Cafe,(17 Reviews),$101-200
"Shop C, G/F, Grandview Mansion, 11 Mui Wo Ferry Pier Road,",102,0,Mediterranean,2,La Pizzeria,(5 Reviews),$51-100
"18 Tung Wan Tou Rd.,",107,0,Mediterranean,2,The China Beach Club,(3 Reviews),$101-200
"7A-B Main Street, Yung Shue Wan,",34,1,Mediterranean,2,Just Kitchen,(5 Reviews),$51-100
"Hong Kong Parkview, 88 Tai Tam Reservoir Road,",49,0,Mediterranean,1,George's,(1 Reviews),$401-800
"1/F, 10 -12 Staunton Street, Soho,",512,1,Mediterranean,10,Scirocco,(16 Reviews),$201-400
"G/F, 55 Main Street, Yung Shue Wan,",3,27,Mediterranean,34,Max Five,(1 Reviews),$51-100
"UG/F, 30 Hollywood Road, Soho,",13,1,Mediterranean,16,The Sultan’s Corner,(94 Reviews),$51-100
"Shop GB01-02, 45 Tai Hong Street, Site B, Soho East, Lei King Wan,",1447,12,International,60,Borgo C 中意仿,(92 Reviews),$101-200
"Shop GA 4-7, G/F, 45 Tai Hong Street, Site A, Soho East, Lei King Wan,",524,1,Vietnamese,6,Mint & Basil,(9 Reviews),$201-400
"Shop 5, G/F, Golden Mansion, 121-131 Shau Kai Wan Rd,",151,0,Hong Kong Style,8,Nam Kee Spring Roll Noodle Co. Ltd 南記粉麵,(14 Reviews),Below $50
"1/F, Cheung Lok Building, 112-114 Sai Wan Ho Street,",1319,0,Western,8,Little Kitchen 小廚,(11 Reviews),$401-800
"Shop 8, G/F., Wealthy Plaza, 138 Shau Kei Wan Road,",542,2,Hong Kong Style,15,Starship 星河,(19 Reviews),Below $50
"Shop D, Lai Wan Building, 37 Shau Kei Wan Road,",314,7,Japanese,9,Tai Sushi 大壽司,(28 Reviews),Below $50
